Category,Kind,Fabric,Cut,Product_Code,Brand,Color,Warehouse,Location,Supplier,Balance,29,2XL,30,31,32,33,34,35,36,37,38,39,3XL,40,41,42,43,44,45,46,47,48,4XL,50,52,54,56,58,5XL,60,62,64,66,68,6XL,70,L,M,S,XL,XS
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,D.Gray,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,D.Gray,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Gray,Retail,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Gray,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Navy,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Navy,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Petrole,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Petrole,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Red,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88152,Tommy Life,Red,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Black,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Black,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,D.Gray,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,D.Gray,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,D.Olive,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,D.Olive,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Indigo,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Indigo,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Navy,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,Navy,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,OffWhite,Retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,88162,Tommy Life,OffWhite,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Grimelanji,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Grimelanji,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,L.Navy (Marine),Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,L.Navy (Marine),Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Lacci,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Lacci,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Siyah,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,
Clothing,Hoodies,Cotton Hoodies,Cotton Hoodies Regular Fit,SW-1052,Tony Montana,Siyah,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,68956,Suma,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,8,,8,8,8,8,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J2033526,Marino Lucci,Black,Warehouse,"WH-W4-R18,19",,,,,,,,,,,,,,,,,,,,,,,,,4,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J2033526,Marino Lucci,Navy,Warehouse,"WH-W4-R18,19",,,,,,,,,,,,,,,,,,,,,,,,,4,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J2033551,Marino Lucci,Black,Warehouse,WH-W4-R22-W5-R23,,,,,,,,,,,,,,,,,,,,,,,,,6,10,10,10,6,,4,4,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J2033551,Marino Lucci,Navy,Warehouse,WH-W4-R22-W5-R23,,,,,,,,,,,,,,,,,,,,,,,,,6,10,10,10,6,,4,4,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J233506,Marino Lucci,Black,Warehouse,"WH-W4-R20,21,22",,,,,,,,,,,,,,,,,,,,,,,,,4,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J233506,Marino Lucci,Coffee,Warehouse,"WH-W4-R20,21,22",,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,4,3,,2,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J233506,Marino Lucci,Navy,Warehouse,"WH-W4-R20,21,22",,,,,,,,,,,,,,,,,,,,,,,,,4,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J643572,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,1,1,,1,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J643572,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J643572,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J713556,Marino Lucci,Black,Warehouse,WH-W6-R28,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10,8,6,,4,4,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J713556,Marino Lucci,Coffee,Warehouse,WH-W6-R28,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,3,,2,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Regular Fit Blouson,J713556,Marino Lucci,Navy,Warehouse,WH-W6-R28,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10,8,6,,4,4,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,,2,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,,3,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Coffee,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Coffee,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,Coffee,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,5,5,,4,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,2,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,D.Blue,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J21151,Marino Lucci,D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,,3,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J223514,Marino Lucci,Black,Warehouse,WH-W27-R169,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J223514,Marino Lucci,Coffee,Warehouse,WH-W27-R169,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,4,3,,2,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J223514,Marino Lucci,Navy,Warehouse,WH-W27-R169,,,,,,,,,,,,,,,,,,,,,,,,,4,10,10,8,6,,4,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J523512,Marino Lucci,Black,Warehouse,WH-W5-R65,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J523512,Marino Lucci,Kaki,Warehouse,WH-W5-R65,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,,3,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Camel,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Camel,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,Camel,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,4,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,D.Blue,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J533584,Marino Lucci,D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,3,,2,-1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J643591,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J643591,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J643591,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723535,Vista Moda,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,2,2,2,,1,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Black,Warehouse,"WH-W9-R71,72",,,,,,,,,,,,,,,,,,,,,,,0,,1,1,3,6,2,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Kaki,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Kaki,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Kaki,Warehouse,"WH-W9-R71,72",,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Navy,Retail,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Navy,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,2,2,,1,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J723553,Marino Lucci,Navy,Warehouse,"WH-W9-R71,72",,,,,,,,,,,,,,,,,,,,,,,2,,4,6,8,9,4,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724205,Marino Lucci,Navy,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Black,Warehouse,"WH-W9-R70,71",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Navy,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Navy,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J724208,Marino Lucci,Navy,Warehouse,"WH-W9-R70,71",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,5,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Coffee,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Coffee,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,Coffee,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,,5,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,D.Blue,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J8015,Marino Lucci,D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,5,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J813554,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J813554,Marino Lucci,D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823516,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823516,Marino Lucci,D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823545,Marino Lucci,Coffee,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Black,Warehouse,WH-W9-R70,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Navy,Retail,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Navy,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J823598,Marino Lucci,Navy,Warehouse,WH-W9-R70,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J833541,Marino Lucci,Black,Warehouse,"WH-W5-R58,59,60,61,62",,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,,3,3,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J833541,Marino Lucci,Camel,Warehouse,"WH-W5-R58,59,60,61,62",,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,2,5,,1,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J833541,Marino Lucci,D.Blue,Warehouse,"WH-W5-R58,59,60,61,62",,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J833542,Marino Lucci,Coffee,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Black,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Black,Warehouse,WH-W5-R65,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,1,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Blue,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Blue,Warehouse,WH-W5-R65,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,,1,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Gray,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Gray,Retail Wh,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,1,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J910503,Marino Lucci,Gray,Warehouse,WH-W5-R65,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,,5,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923505,Marino Lucci,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923521,Marino Lucci,Black,Warehouse,WH-W5-R57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923521,Marino Lucci,Coffee,Warehouse,WH-W5-R57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923521,Marino Lucci,D.Blue,Warehouse,WH-W5-R57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923533,Marino Lucci,Black,Warehouse,WH-W5-R57,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,3,1,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J923533,Marino Lucci,D.Blue,Warehouse,WH-W5-R57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,1,2,,,,,,,,,,,
Clothing,Jackets,Blouzon Winter,Slim Fit Blouson,J933532,Marino Lucci,Gray,Warehouse,"WH-W5-R63,64,65",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,
Clothing,Jackets,Celanic Jacket,Regular Jacket Celanic,15670,Tommy Hilfiger,Brown,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Jackets,Celanic Jacket,Regular Jacket Celanic,15670,Tommy Hilfiger,Brown,Warehouse,WH-W5-R60,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,,
Clothing,Jackets,Celanic Jacket,Regular Jacket Celanic,15670,Tommy Hilfiger,Nefti,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Jackets,Celanic Jacket,Regular Jacket Celanic,15670,Tommy Hilfiger,Nefti,Warehouse,WH-W5-R60,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Jackets,Jacket Sport,Regular Fit Jacket Sport,2202,SGL,Black,Warehouse,WH-W32-R188,,,,2,,,,,,,,,,4,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,
