Category,Kind,Fabric,Cut,Product_Code,Brand,Color,Warehouse,Location,Supplier,Balance,29,2XL,30,31,32,33,34,35,36,37,38,39,3XL,40,41,42,43,44,45,46,47,48,4XL,50,52,54,56,58,5XL,60,62,64,66,68,6XL,70,L,M,S,XL,XS
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,2164,Giorgio Armani,D.Blue-D.Blue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,2164,Giorgio Armani,D.Blue-D.Blue,Warehouse,WH-W6-R48,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,2164,Giorgio Armani,Red-D.Blue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,2164,Giorgio Armani,Red-D.Blue,Warehouse,WH-W6-R48,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3775,Emporio Armani,Antrasit,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3779,Ferrari,Antra-Gray,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3779,Ferrari,Antra-Gray,Warehouse,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3779,Ferrari,D.Blue-Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3779,Ferrari,D.Blue-Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3791,Boss,D.Blue-D.Blue,Retail,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,D.Blue (D.Navy-Red),Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,D.Blue (D.Navy-Red),Warehouse,WH-W6-R48,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,Red-D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,Red-D.Blue,Warehouse,WH-W6-R48,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,White-D.Blue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3804,Fabiani,White-D.Blue,Warehouse,WH-W6-R48,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3806,Fabiani,D.Blue-D.Blue(Navy),Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,Antra-Antra (D.Gray),Retail,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,Black,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,D.Blue-D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,D.Blue-D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,D.Blue-D.Blue(Navy),Retail,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,Indigo-D.Blue,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,Indigo-D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,White-D.Blue,Retail,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3807,Fabiani,White-D.Blue,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3816,Paul and Shark,White-D.Blue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3816,Paul and Shark,White-D.Blue,Warehouse,WH-W6-R49,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,2,,3,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3817,Bogner,Black-Black,Warehouse,WH-W6-R48,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,5,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3828,Fabiani,Gray-Antra,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3828,Fabiani,Gray-Antra,Warehouse,WH-W6-R48,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3835,Fabiani,Black-Black,Retail,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,3835,Fabiani,Black-Black,Warehouse,WH-W6-R48,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,5218,Adidas,A.Laci,Warehouse,WH-W6-R48,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,5218,Adidas,Antrasit,Retail,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,5218,Adidas,Antrasit,Warehouse,WH-W6-R48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,5218,Adidas,Lacci (Navy-White),Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,5218,Adidas,Lacci (Navy-White),Warehouse,WH-W6-R48,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590193,Fabiani,D.Blue-Indigo-D.Blue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590193,Fabiani,D.Blue-Indigo-D.Blue,Warehouse,WH-W6-R48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590193,Fabiani,White-D.Blue,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590231,Fabiani,Agri-Siyah,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590231,Fabiani,White-D.Blue,Retail,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590241,Fabiani,Black-Black,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,590296,Fabiani,Antra-Antra,Retail,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,625,Tommy,NavyBlue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,630,Tommy,Antrasit,Retail,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,630,Tommy,Antrasit,Warehouse,WH-W6-R49,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,630,Tommy,NavyBlue,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,631,Tommy,NavyBlue,Retail,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,631,Tommy,Navy-Blue,Warehouse,WH-W6-R49,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,7963,Fabiani,Indigo,Warehouse,WH-W6-R49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,7963,Fabiani,Indigo-Indigo,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,85072,Tommy Life,Black,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,85072,Tommy Life,Black,Warehouse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-54,Paul and Shark,Gray-Navy-Blue,Warehouse,WH-W6-R49,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-54,Paul and Shark,Navy-Blue,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-54,Paul and Shark,Navy-Blue,Warehouse,WH-W6-R49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-71,Porsche,Gray-Navy Blue,Retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-71,Porsche,Gray-Navy-Bordo,Warehouse,WH-W6-R49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,
Clothing,Loungewear and Nightwear,TrackSuit,Slim Fit Tracksuit,RB-73,Porsche,White-Navy,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
Clothing,Pants,Cargo Pants,,8221,Shiziwang,4 Black,Warehouse,"WH-W21-R159,160",,,,12,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,
Clothing,Pants,Cargo Pants,,8221,Shiziwang,6 Olive,Warehouse,"WH-W21-R159,160",,,,18,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,9,,,18,,
Clothing,Pants,Cargo Pants,,8221,Shiziwang,7 L.Olive,Warehouse,"WH-W21-R159,160",,,,10,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,,
Clothing,Pants,Cargo Pants,,8221,Shiziwang,8 Navy,Warehouse,"WH-W21-R159,160",,,,12,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,
Clothing,Pants,Cargo Pants,,8221,Shiziwang,9 D.Gray,Warehouse,"WH-W21-R159,160",,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,
Clothing,Pants,Cargo Pants,,8222,Shiziwang,1 L.Khaki,Warehouse,"WH-W21-R159,160",,,,6,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,6,,
Clothing,Pants,Cargo Pants,,8222,Shiziwang,4 Black,Warehouse,"WH-W21-R159,160",,,,12,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,
Clothing,Pants,Cargo Pants,,8222,Shiziwang,6 Olive,Warehouse,"WH-W21-R159,160",,,,12,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,
Clothing,Pants,Cargo Pants,,8222,Shiziwang,9 L.Olive,Warehouse,"WH-W21-R159,160",,,,10,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,17 Black,Retail,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,17 Black,Warehouse,WH-W14,,,,,,,,,,,,,,,,,,,,,,,10,,7,3,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,21 Beige,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,21 Beige,Warehouse,WH-W14,,,,,,,,,,,,,,,,,,,,,,,5,,5,2,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,36 D.Gray,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,36 D.Gray,Warehouse,WH-W14,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,37 Navy,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,37 Navy,Warehouse,WH-W14,,,,,,,,,,,,,,,,,,,,,,,8,,7,2,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,6 Coffee,Retail,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Big Size,1911-k053BS,Marino Lucci,6 Coffee,Warehouse,WH-W14,,,,,,,,,,,,,,,,,,,,,,,3,,3,2,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,11 Gray,Retail,,,,,,,,,,1,,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,11 Gray,Warehouse,WH-W22-R163,,,,,,,,,0,,0,0,,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,14 L.Navy,Warehouse,WH-W22-R163,,,,,,,1,3,11,,15,15,,,11,,13,,7,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,17 Navy,Warehouse,WH-W22-R163,,,,,,,,,0,,1,8,,,13,,13,,2,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,18 Black,Warehouse,WH-W22-R163,,,,,,,,2,0,,7,14,,,13,,12,,4,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,7 Camel,Warehouse,WH-W22-R163,,,,,,,,1,3,,10,11,,,7,,9,,6,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1005-839,Marino Lucci,8 Coffee,Warehouse,WH-W22-R163,,,,,,,1,5,10,,15,17,,,10,,10,,5,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1008-1608,Marino Lucci,1 Black,Warehouse,WH-W22-R164,,,,,,,,,,,2,13,,,8,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1008-1608,Marino Lucci,2 Beige,Warehouse,WH-W22-R164,,,,,,,,,,,,4,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1008-1608,Marino Lucci,4 D.Gray,Warehouse,WH-W22-R164,,,,,,,,,,,,2,,,5,,8,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1008-1608,Marino Lucci,7 Coffee,Warehouse,WH-W22-R164,,,,,,,,,,,,12,,,13,,16,,5,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1008-1608,Marino Lucci,8 Navy,Warehouse,WH-W22-R164,,,,,,,,,,,,,,,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9015,Marino Lucci,11 Beige,Warehouse,WH-W22-R164,,,,,,,1,,,,,7,,,8,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9015,Marino Lucci,13 Black,Warehouse,WH-W22-R164,,,,,,,1,,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9015,Marino Lucci,2 Navy,Warehouse,WH-W22-R164,,,,,,,1,,5,,5,7,,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9015,Marino Lucci,53 D.Beige,Warehouse,WH-W22-R164,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9068,Marino Lucci,2 Beige,Warehouse,WH-W22-R164,,,,,,,,,,,,3,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9068,Marino Lucci,3 L.Coffee,Warehouse,WH-W22-R164,,,,,,,3,,6,,6,9,,,10,,6,,2,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9068,Marino Lucci,5 D.Olive,Warehouse,WH-W22-R164,,,,,,,,,,,,2,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,10856-9068,Marino Lucci,7 D.Navy,Warehouse,WH-W22-R164,,,,,,,,,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1910-9130,Marino Lucci,10 Black,Warehouse,WH-W14-R97,,,,,,,3,2,10,,9,11,,,,,3,,4,,7,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1910-9130,Marino Lucci,5 Coffee,Warehouse,WH-W14-R97,,,,,,,,,3,,4,4,,,,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1910-9130,Marino Lucci,8 Petrole,Warehouse,WH-W14-R97,,,,,,,3,,7,,9,10,,,,,3,,5,,5,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,17 Black,Warehouse,WH-W14-R98,,,,,,,6,6,15,,19,17,,,8,,4,,6,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,21 Beige,Retail,,,,,,,,1,1,2,,2,2,,,2,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,21 Beige,Warehouse,WH-W14-R98,,,,,,,3,3,8,,12,11,,,4,,5,,4,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,36 D.Gray,Retail,,,,,,,,,,2,,2,2,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,36 D.Gray,Warehouse,WH-W14-R98,,,,,,,,,0,,4,2,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,37 Navy,Warehouse,WH-W14-R98,,,,,,,2,1,7,,12,11,,,4,,3,,4,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1911-k053,Marino Lucci,6 Coffee,Warehouse,WH-W14-R98,,,,,,,3,3,6,,11,10,,,5,,3,,4,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1912-2366,Marino Lucci,2 Navy,Warehouse,WH-W14-R97,,,,,,,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1912-2366,Marino Lucci,6 Gray,Warehouse,WH-W14-R97,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1912-2366,Marino Lucci,9 Black,Warehouse,WH-W14-R97,,,,,,,1,,,,1,,,,,,1,,4,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1919-A1928,Marino Lucci,3 Gray,Warehouse,WH-W14-R97,,,,,,,1,1,3,,6,6,,,1,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,1919-A1928,Marino Lucci,5 D.Gray,Warehouse,WH-W14-R97,,,,,,,,,1,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9027,Marino Lucci,12 Brown,Retail,,,,,,,,1,1,2,,1,1,,,2,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9027,Marino Lucci,12 Brown,Warehouse,"WH-W14-R96,97",,,,,,,4,3,8,,10,9,,,5,,3,,4,,3,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9027,Marino Lucci,3 Beige,Warehouse,"WH-W14-R96,97",,,,,,,4,4,10,,14,11,,,6,,4,,5,,4,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9027,Marino Lucci,43 L.Navy,Retail,,,,,,,,1,1,2,,2,2,,,2,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9027,Marino Lucci,43 L.Navy,Warehouse,"WH-W14-R96,97",,,,,,,6,6,15,,14,14,,,3,,5,,6,,5,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,3 Beige,Retail,,,,,,,,,1,2,,2,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,3 Beige,Warehouse,"WH-W12-R99,100",,,,,,,,1,2,,2,5,,,6,,11,,2,,1,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,4 D.Beige,Retail,,,,,,,,,1,2,,2,1,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,4 D.Beige,Warehouse,"WH-W12-R99,100",,,,,,,,0,0,,0,0,,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,5 Coffee,Warehouse,"WH-W12-R99,100",,,,,,,,,,,,8,,,2,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,6 Pale Black,Warehouse,"WH-W12-R99,100",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,Pants,Chinos,Chino Classic Regular Fit,252-9062,Marino Lucci,7 D.Olive,Warehouse,"WH-W12-R99,100",,,,,,,,2,1,,7,11,,,7,,9,,4,,1,,,,,,,,,,,,,,,,,,,,,,
